Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Coordinates,StreetType,WeekDaySale
Kingsville,3,h,925000.0,SP,Village,2016-09-24,7.8,3012,3,1,1,275.0,100.0,1920,Maribyrnong,-37.8085,144.8802,Western Metropolitan,1808,"-37.8085, 144.8802",St,5
Kingsville,4,h,1336000.0,S,Jas,2016-07-26,7.8,3012,3,2,1,343.0,109.0,1920,Maribyrnong,-37.8066,144.8811,Western Metropolitan,1808,"-37.8066, 144.8811",St,1
Kingsville,1,u,200000.0,VB,Greg,2016-07-30,7.8,3012,1,1,1,0.0,38.0,1960,Maribyrnong,-37.8089,144.8788,Western Metropolitan,1808,"-37.8089, 144.8788",St,5
Murrumbeena,4,t,1100000.0,SP,hockingstuart,2017-03-04,12.1,3163,4,3,2,286.0,160.0,1990,Glen Eira,-37.8958,145.0696,Southern Metropolitan,4442,"-37.8958, 145.0696",St,5
Murrumbeena,4,h,1500000.0,S,hockingstuart,2017-03-04,12.1,3163,4,2,1,650.0,126.0,1935,Glen Eira,-37.8918,145.0769,Southern Metropolitan,4442,"-37.8918, 145.0769",Rd,5
Murrumbeena,3,h,1470000.0,S,Hodges,2017-03-04,12.1,3163,3,1,2,701.0,126.0,1970,Glen Eira,-37.8868,145.0688,Southern Metropolitan,4442,"-37.8868, 145.0688",St,5
Murrumbeena,3,t,1160000.0,S,hockingstuart,2016-06-04,12.1,3163,3,2,2,302.0,172.0,2000,Glen Eira,-37.9043,145.0622,Southern Metropolitan,4442,"-37.9043, 145.0622",Cl,5
Murrumbeena,3,t,1100000.0,S,hockingstuart,2016-06-04,12.1,3163,1,2,2,242.0,126.0,2005,Glen Eira,-37.9017,145.0739,Southern Metropolitan,4442,"-37.9017, 145.0739",Rd,5
Murrumbeena,3,h,820000.0,PI,Woodards,2016-06-04,12.1,3163,2,1,1,274.0,107.0,1925,Glen Eira,-37.8968,145.075,Southern Metropolitan,4442,"-37.8968, 145.075",St,5
Murrumbeena,2,t,690000.0,S,hockingstuart,2016-06-04,12.1,3163,2,1,1,129.0,126.0,1970,Glen Eira,-37.8927,145.0691,Southern Metropolitan,4442,"-37.8927, 145.0691",St,5
Murrumbeena,2,u,740000.0,S,Buxton,2016-08-06,12.1,3163,2,1,1,161.0,89.0,1980,Glen Eira,-37.8955,145.07299999999995,Southern Metropolitan,4442,"-37.8955, 145.073",St,5
Murrumbeena,3,u,975000.0,S,Woodards,2016-05-07,12.1,3163,3,2,1,277.0,109.0,1975,Glen Eira,-37.8936,145.0709,Southern Metropolitan,4442,"-37.8936, 145.0709",St,5
Murrumbeena,3,h,1060000.0,PI,hockingstuart,2016-05-07,12.1,3163,3,1,2,595.0,130.0,1957,Glen Eira,-37.9027,145.0684,Southern Metropolitan,4442,"-37.9027, 145.0684",Rd,5
Murrumbeena,2,u,680000.0,S,Buxton,2016-05-07,12.1,3163,2,1,2,275.0,94.0,1975,Glen Eira,-37.8936,145.0725,Southern Metropolitan,4442,"-37.8936, 145.0725",St,5
Murrumbeena,2,u,825000.0,S,Buxton,2016-10-08,12.1,3163,2,1,1,0.0,86.0,1970,Glen Eira,-37.898,145.0734,Southern Metropolitan,4442,"-37.898, 145.0734",Rd,5
Murrumbeena,3,h,1430000.0,PI,Woodards,2016-12-10,12.1,3163,3,1,2,618.0,163.0,1960,Glen Eira,-37.8991,145.0686,Southern Metropolitan,4442,"-37.8991, 145.0686",Rd,5
Murrumbeena,2,h,435000.0,S,Barry,2016-11-12,12.1,3163,2,1,1,697.0,126.0,1970,Glen Eira,-37.8875,145.0676,Southern Metropolitan,4442,"-37.8875, 145.0676",St,5
Murrumbeena,3,h,1370000.0,S,Woodards,2016-11-12,12.1,3163,3,2,2,834.0,168.0,1954,Glen Eira,-37.8959,145.0736,Southern Metropolitan,4442,"-37.8959, 145.0736",St,5
Murrumbeena,2,u,605000.0,SP,Fletchers,2016-11-12,12.1,3163,2,2,2,5289.0,72.0,2013,Glen Eira,-37.8882,145.0666,Southern Metropolitan,4442,"-37.8882, 145.0666",Rd,5
Murrumbeena,3,h,1355000.0,S,Ray,2016-11-12,12.1,3163,3,1,6,612.0,126.0,1970,Glen Eira,-37.8996,145.0716,Southern Metropolitan,4442,"-37.8996, 145.0716",St,5
Murrumbeena,3,t,785000.0,S,Buxton,2016-08-13,12.1,3163,3,2,2,0.0,126.0,2009,Glen Eira,-37.8969,145.0654,Southern Metropolitan,4442,"-37.8969, 145.0654",Rd,5
Murrumbeena,3,h,1420000.0,S,Woodards,2016-08-13,12.1,3163,3,1,1,700.0,126.0,1970,Glen Eira,-37.8887,145.0718,Southern Metropolitan,4442,"-37.8887, 145.0718",Rd,5
Murrumbeena,4,h,1610000.0,S,Ray,2016-10-15,12.1,3163,4,2,2,660.0,167.0,1920,Glen Eira,-37.8932,145.0681,Southern Metropolitan,4442,"-37.8932, 145.0681",St,5
Murrumbeena,1,u,290000.0,S,McGrath,2016-10-15,12.1,3163,1,1,1,0.0,126.0,1970,Glen Eira,-37.8956,145.0705,Southern Metropolitan,4442,"-37.8956, 145.0705",St,5
Murrumbeena,2,h,910500.0,S,hockingstuart,2016-10-15,12.1,3163,2,1,2,313.0,126.0,1970,Glen Eira,-37.898,145.0759,Southern Metropolitan,4442,"-37.898, 145.0759",Rd,5
Murrumbeena,1,u,331000.0,S,Thomson,2017-03-18,12.1,3163,1,1,1,0.0,126.0,1970,Glen Eira,-37.8961,145.0651,Southern Metropolitan,4442,"-37.8961, 145.0651",Rd,5
Murrumbeena,2,h,685000.0,S,hockingstuart,2017-03-18,12.1,3163,2,1,1,0.0,126.0,1970,Glen Eira,-37.8888,145.0743,Southern Metropolitan,4442,"-37.8888, 145.0743",St,5
Murrumbeena,1,u,256500.0,S,Gary,2016-06-18,12.1,3163,1,1,1,0.0,37.0,1966,Glen Eira,-37.8944,145.0733,Southern Metropolitan,4442,"-37.8944, 145.0733",St,5
Murrumbeena,3,h,1365000.0,S,Gary,2016-11-19,12.1,3163,3,2,2,627.0,126.0,1970,Glen Eira,-37.8955,145.0742,Southern Metropolitan,4442,"-37.8955, 145.0742",St,5
Murrumbeena,3,t,860000.0,SP,Buxton,2016-05-22,12.1,3163,3,2,2,0.0,126.0,2013,Glen Eira,-37.8939,145.0715,Southern Metropolitan,4442,"-37.8939, 145.0715",St,6
Murrumbeena,5,h,1300000.0,PI,Buxton,2016-08-22,12.1,3163,5,2,2,683.0,223.0,1960,Glen Eira,-37.9055,145.0691,Southern Metropolitan,4442,"-37.9055, 145.0691",St,0
Murrumbeena,3,u,835000.0,SP,other,2016-08-22,12.1,3163,3,1,1,181.0,104.0,1975,Glen Eira,-37.8966,145.0737,Southern Metropolitan,4442,"-37.8966, 145.0737",St,0
Murrumbeena,2,t,720000.0,S,hockingstuart,2016-04-23,12.1,3163,2,2,2,1318.0,126.0,2008,Glen Eira,-37.8969,145.0654,Southern Metropolitan,4442,"-37.8969, 145.0654",Rd,5
Murrumbeena,2,h,861500.0,S,hockingstuart,2016-09-24,12.1,3163,2,2,1,293.0,125.0,2004,Glen Eira,-37.9033,145.0727,Southern Metropolitan,4442,"-37.9033, 145.0727",St,5
Murrumbeena,2,u,500000.0,VB,other,2016-09-24,12.1,3163,2,2,1,5289.0,70.0,2013,Glen Eira,-37.8882,145.0666,Southern Metropolitan,4442,"-37.8882, 145.0666",Rd,5
Murrumbeena,4,h,1670000.0,S,Woodards,2016-09-24,12.1,3163,3,2,1,690.0,126.0,1970,Glen Eira,-37.8885,145.0726,Southern Metropolitan,4442,"-37.8885, 145.0726",Rd,5
Murrumbeena,4,h,1400000.0,VB,hockingstuart,2017-02-25,12.1,3163,4,2,2,557.0,178.0,1955,Glen Eira,-37.906,145.07399999999996,Southern Metropolitan,4442,"-37.906, 145.074",St,5
Murrumbeena,2,h,692000.0,S,Gary,2017-02-25,12.1,3163,2,1,2,0.0,126.0,1991,Glen Eira,-37.8929,145.0765,Southern Metropolitan,4442,"-37.8929, 145.0765",Rd,5
Murrumbeena,2,u,603000.0,S,other,2016-07-26,12.1,3163,4,1,1,102.0,92.0,1960,Glen Eira,-37.8894,145.0679,Southern Metropolitan,4442,"-37.8894, 145.0679",St,1
Murrumbeena,3,h,1076000.0,S,Woodards,2016-07-26,12.1,3163,3,1,1,554.0,126.0,1970,Glen Eira,-37.9012,145.0646,Southern Metropolitan,4442,"-37.9012, 145.0646",Rd,1
Murrumbeena,3,h,1100000.0,VB,hockingstuart,2016-06-27,12.1,3163,3,2,2,506.0,169.0,1950,Glen Eira,-37.902,145.0705,Southern Metropolitan,4442,"-37.902, 145.0705",Rd,0
Murrumbeena,1,u,291000.0,S,Woodards,2016-06-27,12.1,3163,1,1,1,0.0,44.0,1970,Glen Eira,-37.8979,145.0652,Southern Metropolitan,4442,"-37.8979, 145.0652",Rd,0
Murrumbeena,4,t,1200000.0,PI,Buxton,2016-11-27,12.1,3163,4,3,2,297.0,126.0,1970,Glen Eira,-37.895,145.0749,Southern Metropolitan,4442,"-37.895, 145.0749",St,6
Murrumbeena,3,h,1090000.0,S,Gary,2016-11-27,12.1,3163,3,2,2,553.0,138.0,1960,Glen Eira,-37.9031,145.0668,Southern Metropolitan,4442,"-37.9031, 145.0668",St,6
Murrumbeena,3,h,1220000.0,S,Thomson,2016-05-28,12.1,3163,3,1,2,735.0,126.0,1970,Glen Eira,-37.8943,145.0689,Southern Metropolitan,4442,"-37.8943, 145.0689",Rd,5
Murrumbeena,4,h,1800000.0,PI,Ray,2016-05-28,12.1,3163,4,2,2,990.0,267.0,2003,Glen Eira,-37.8916,145.0753,Southern Metropolitan,4442,"-37.8916, 145.0753",Rd,5
Murrumbeena,2,u,435000.0,PI,Woodards,2016-08-28,12.1,3163,2,1,1,0.0,126.0,1970,Glen Eira,-37.8941,145.0655,Southern Metropolitan,4442,"-37.8941, 145.0655",Rd,6
Murrumbeena,4,h,1641000.0,S,Woodards,2016-08-28,12.1,3163,3,1,1,560.0,126.0,1970,Glen Eira,-37.8897,145.0709,Southern Metropolitan,4442,"-37.8897, 145.0709",Rd,6
Murrumbeena,2,t,745500.0,S,Buxton,2016-07-30,12.1,3163,2,1,1,186.0,110.0,1980,Glen Eira,-37.8947,145.0722,Southern Metropolitan,4442,"-37.8947, 145.0722",St,5
Murrumbeena,3,h,1260000.0,S,Thomson,2016-07-30,12.1,3163,3,1,1,345.0,126.0,1940,Glen Eira,-37.8904,145.0729,Southern Metropolitan,4442,"-37.8904, 145.0729",St,5
Ormond,3,h,1401000.0,SP,Noel,2016-12-03,11.8,3204,3,2,2,650.0,150.0,1950,Glen Eira,-37.8986,145.0359,Southern Metropolitan,3578,"-37.8986, 145.0359",Rd,5
Ormond,4,h,2250000.0,PI,Marshall,2016-12-03,11.8,3204,4,1,2,903.0,235.0,1985,Glen Eira,-37.9062,145.0263,Southern Metropolitan,3578,"-37.9062, 145.0263",Rd,5
Ormond,4,h,1715000.0,S,Buxton,2016-12-03,11.8,3204,4,2,2,705.0,226.0,1922,Glen Eira,-37.9035,145.028,Southern Metropolitan,3578,"-37.9035, 145.028",St,5
Ormond,2,h,1960000.0,S,Gary,2016-12-03,11.8,3204,2,1,1,719.0,126.0,1970,Glen Eira,-37.9071,145.046,Southern Metropolitan,3578,"-37.9071, 145.046",St,5
Ormond,1,u,250000.0,VB,Ray,2016-02-04,11.8,3204,1,1,1,0.0,36.0,1960,Glen Eira,-37.9028,145.0475,Southern Metropolitan,3578,"-37.9028, 145.0475",St,3
Ormond,1,u,290000.0,VB,Ray,2017-03-04,11.8,3204,1,1,1,0.0,126.0,1970,Glen Eira,-37.9032,145.0455,Southern Metropolitan,3578,"-37.9032, 145.0455",Rd,5
Ormond,3,h,1708000.0,S,C21,2017-03-04,11.8,3204,3,1,1,703.0,126.0,1970,Glen Eira,-37.9058,145.028,Southern Metropolitan,3578,"-37.9058, 145.028",St,5
Ormond,2,h,758000.0,S,Buxton,2017-03-04,11.8,3204,2,1,1,250.0,126.0,1970,Glen Eira,-37.9063,145.0535,Southern Metropolitan,3578,"-37.9063, 145.0535",Rd,5
Ormond,4,h,1920000.0,S,Buxton,2016-06-04,11.8,3204,3,1,1,805.0,808.0,1925,Glen Eira,-37.9066,145.0354,Southern Metropolitan,3578,"-37.9066, 145.0354",St,5
Ormond,3,h,1256000.0,S,hockingstuart,2016-08-06,11.8,3204,3,2,2,378.0,126.0,1924,Glen Eira,-37.9064,145.0287,Southern Metropolitan,3578,"-37.9064, 145.0287",St,5
Ormond,4,h,1918000.0,S,Buxton,2016-08-06,11.8,3204,4,2,1,678.0,162.0,1920,Glen Eira,-37.9065,145.0461,Southern Metropolitan,3578,"-37.9065, 145.0461",St,5
Ormond,3,u,900000.0,S,hockingstuart,2016-08-06,11.8,3204,3,1,1,265.0,91.0,1990,Glen Eira,-37.906,145.04,Southern Metropolitan,3578,"-37.906, 145.04",St,5
Ormond,4,h,1875000.0,S,hockingstuart,2016-11-07,11.8,3204,4,2,2,702.0,126.0,1929,Glen Eira,-37.9063,145.0493,Southern Metropolitan,3578,"-37.9063, 145.0493",St,0
Ormond,2,h,1250000.0,S,Ray,2016-10-08,11.8,3204,2,1,1,516.0,126.0,1970,Glen Eira,-37.906,145.0497,Southern Metropolitan,3578,"-37.906, 145.0497",St,5
Ormond,2,h,1360000.0,PI,hockingstuart,2016-10-08,11.8,3204,3,1,1,690.0,126.0,1930,Glen Eira,-37.9056,145.0288,Southern Metropolitan,3578,"-37.9056, 145.0288",St,5
Ormond,3,h,1770000.0,S,hockingstuart,2016-09-10,11.8,3204,3,2,2,667.0,142.0,1950,Glen Eira,-37.9088,145.0471,Southern Metropolitan,3578,"-37.9088, 145.0471",St,5
Ormond,2,u,435000.0,S,RT,2016-09-10,11.8,3204,1,1,1,0.0,126.0,1970,Glen Eira,-37.9016,145.0414,Southern Metropolitan,3578,"-37.9016, 145.0414",Rd,5
Ormond,5,h,1836000.0,S,hockingstuart,2016-09-10,11.8,3204,3,3,4,464.0,126.0,1970,Glen Eira,-37.9061,145.0329,Southern Metropolitan,3578,"-37.9061, 145.0329",St,5
Ormond,3,t,1250000.0,S,hockingstuart,2016-09-10,11.8,3204,3,2,2,326.0,188.0,2000,Glen Eira,-37.903,145.0285,Southern Metropolitan,3578,"-37.903, 145.0285",St,5
Ormond,2,u,950000.0,S,Gary,2016-12-10,11.8,3204,2,1,1,0.0,126.0,1970,Glen Eira,-37.9009,145.037,Southern Metropolitan,3578,"-37.9009, 145.037",St,5
Ormond,1,u,260000.0,PI,Ray,2016-06-12,11.8,3204,1,1,1,0.0,126.0,1975,Glen Eira,-37.9018,145.0454,Southern Metropolitan,3578,"-37.9018, 145.0454",St,6
Ormond,3,u,822500.0,S,hockingstuart,2016-11-12,11.8,3204,3,2,3,0.0,93.0,1970,Glen Eira,-37.9018,145.0477,Southern Metropolitan,3578,"-37.9018, 145.0477",St,5
Ormond,2,h,810000.0,S,hockingstuart,2016-11-12,11.8,3204,2,1,1,210.0,90.0,1996,Glen Eira,-37.9001,145.0428,Southern Metropolitan,3578,"-37.9001, 145.0428",Rd,5
Ormond,3,h,1322000.0,S,hockingstuart,2016-11-12,11.8,3204,3,1,1,551.0,156.0,1940,Glen Eira,-37.9036,145.0521,Southern Metropolitan,3578,"-37.9036, 145.0521",Rd,5
Ormond,2,h,861000.0,S,Gary,2016-05-14,11.8,3204,2,1,1,0.0,126.0,2002,Glen Eira,-37.9026,145.0364,Southern Metropolitan,3578,"-37.9026, 145.0364",St,5
Ormond,2,h,765000.0,S,Eview,2016-05-14,11.8,3204,2,1,2,300.0,126.0,1970,Glen Eira,-37.9045,145.0426,Southern Metropolitan,3578,"-37.9045, 145.0426",Rd,5
Ormond,3,u,973000.0,SP,Marshall,2016-10-15,11.8,3204,3,2,2,379.0,126.0,1970,Glen Eira,-37.8981,145.0367,Southern Metropolitan,3578,"-37.8981, 145.0367",St,5
Ormond,4,h,1845000.0,S,Buxton,2016-10-15,11.8,3204,4,3,1,718.0,189.0,1939,Glen Eira,-37.9061,145.0509,Southern Metropolitan,3578,"-37.9061, 145.0509",St,5
Ormond,3,h,1535000.0,S,Marshall,2016-10-15,11.8,3204,3,1,2,578.0,140.0,1935,Glen Eira,-37.9047,145.0274,Southern Metropolitan,3578,"-37.9047, 145.0274",St,5
Ormond,4,h,2005000.0,S,hockingstuart,2016-10-15,11.8,3204,4,2,2,691.0,193.0,1935,Glen Eira,-37.905,145.029,Southern Metropolitan,3578,"-37.905, 145.029",St,5
Ormond,3,u,932000.0,S,Woodards,2016-10-15,11.8,3204,3,2,1,180.0,92.0,1997,Glen Eira,-37.9069,145.041,Southern Metropolitan,3578,"-37.9069, 145.041",St,5
Ormond,4,h,1500000.0,VB,Ray,2016-04-16,11.8,3204,4,2,2,862.0,153.0,1970,Glen Eira,-37.8993,145.0447,Southern Metropolitan,3578,"-37.8993, 145.0447",Rd,5
Ormond,1,u,260000.0,SP,Thomson,2016-04-16,11.8,3204,1,1,1,0.0,126.0,1970,Glen Eira,-37.9038,145.0454,Southern Metropolitan,3578,"-37.9038, 145.0454",Rd,5
Ormond,4,h,1390000.0,SA,Ray,2016-07-16,11.8,3204,4,2,2,666.0,158.0,1937,Glen Eira,-37.9032,145.049,Southern Metropolitan,3578,"-37.9032, 145.049",St,5
Ormond,3,h,940000.0,PI,Buxton,2016-07-16,11.8,3204,3,1,1,397.0,124.0,1940,Glen Eira,-37.9064,145.0291,Southern Metropolitan,3578,"-37.9064, 145.0291",St,5
Ormond,1,u,296000.0,SP,Thomson,2016-09-17,11.8,3204,1,1,1,0.0,36.0,1970,Glen Eira,-37.9028,145.0426,Southern Metropolitan,3578,"-37.9028, 145.0426",Rd,5
Ormond,4,h,1850000.0,PI,hockingstuart,2017-03-18,11.8,3204,4,2,2,668.0,126.0,1980,Glen Eira,-37.9033,145.0296,Southern Metropolitan,3578,"-37.9033, 145.0296",St,5
Ormond,2,u,475000.0,S,Gary,2016-11-19,11.8,3204,2,1,1,0.0,52.0,2011,Glen Eira,-37.8986,145.042,Southern Metropolitan,3578,"-37.8986, 145.042",Rd,5
Ormond,3,u,820000.0,PI,Buxton,2016-05-22,11.8,3204,3,2,1,238.0,127.0,1998,Glen Eira,-37.9062,145.02700000000004,Southern Metropolitan,3578,"-37.9062, 145.027",Rd,6
Ormond,3,u,940000.0,PI,Buxton,2016-04-23,11.8,3204,3,2,1,382.0,137.0,1998,Glen Eira,-37.9061,145.0478,Southern Metropolitan,3578,"-37.9061, 145.0478",St,5
Ormond,2,h,1668000.0,S,Buxton,2016-09-24,11.8,3204,3,1,2,595.0,126.0,1970,Glen Eira,-37.9092,145.0507,Southern Metropolitan,3578,"-37.9092, 145.0507",St,5
Ormond,3,h,1470000.0,S,Woodards,2017-02-25,11.8,3204,3,2,2,0.0,163.0,1980,Glen Eira,-37.9071,145.0439,Southern Metropolitan,3578,"-37.9071, 145.0439",Ct,5
Ormond,2,h,981000.0,S,C21,2017-02-25,11.8,3204,2,1,1,533.0,126.0,1970,Glen Eira,-37.9048,145.0418,Southern Metropolitan,3578,"-37.9048, 145.0418",St,5
Ormond,2,u,430000.0,PI,Purplebricks,2017-02-25,11.8,3204,2,1,1,0.0,69.0,1970,Glen Eira,-37.903,145.0452,Southern Metropolitan,3578,"-37.903, 145.0452",Rd,5
Ormond,1,u,362000.0,SP,hockingstuart,2016-07-26,11.8,3204,1,1,1,0.0,44.0,2010,Glen Eira,-37.9016,145.0414,Southern Metropolitan,3578,"-37.9016, 145.0414",Rd,1
Ormond,2,u,410000.0,SA,Stockdale,2016-07-26,11.8,3204,2,1,1,0.0,65.0,1970,Glen Eira,-37.903,145.0452,Southern Metropolitan,3578,"-37.903, 145.0452",Rd,1
Ormond,4,t,1197000.0,S,Gary,2016-06-27,11.8,3204,4,2,2,144.0,126.0,2006,Glen Eira,-37.9021,145.0357,Southern Metropolitan,3578,"-37.9021, 145.0357",Rd,0
Ormond,3,h,1690000.0,SP,Buxton,2016-06-27,11.8,3204,3,2,2,692.0,126.0,1970,Glen Eira,-37.9043,145.0358,Southern Metropolitan,3578,"-37.9043, 145.0358",St,0
Ormond,1,u,447000.0,S,Ray,2016-11-27,11.8,3204,1,1,1,0.0,126.0,1970,Glen Eira,-37.9016,145.0414,Southern Metropolitan,3578,"-37.9016, 145.0414",Rd,6
Ormond,2,h,1177000.0,S,Thomson,2016-11-27,11.8,3204,2,1,2,452.0,105.0,1930,Glen Eira,-37.9024,145.0539,Southern Metropolitan,3578,"-37.9024, 145.0539",St,6
Ormond,2,u,617500.0,S,Biggin,2016-05-28,11.8,3204,2,1,1,94.0,91.0,1970,Glen Eira,-37.9011,145.0474,Southern Metropolitan,3578,"-37.9011, 145.0474",Rd,5
Ormond,2,u,479500.0,S,Ray,2016-05-28,11.8,3204,2,1,1,0.0,92.0,1970,Glen Eira,-37.9021,145.0417,Southern Metropolitan,3578,"-37.9021, 145.0417",Rd,5
Ormond,4,h,2050000.0,S,Noel,2016-08-28,11.8,3204,4,2,2,647.0,126.0,1970,Glen Eira,-37.9061,145.0366,Southern Metropolitan,3578,"-37.9061, 145.0366",St,6
Ormond,2,u,405000.0,VB,other,2016-08-28,11.8,3204,2,1,1,0.0,68.0,1970,Glen Eira,-37.9031,145.0444,Southern Metropolitan,3578,"-37.9031, 145.0444",Rd,6
Ormond,2,u,450000.0,VB,Ray,2016-07-30,11.8,3204,2,1,1,0.0,126.0,2005,Glen Eira,-37.9014,145.0418,Southern Metropolitan,3578,"-37.9014, 145.0418",Rd,5
West Footscray,3,h,1061000.0,S,Burnham,2016-12-03,8.2,3012,3,1,1,533.0,126.0,1970,Maribyrnong,-37.7955,144.8784,Western Metropolitan,5058,"-37.7955, 144.8784",St,5
West Footscray,6,h,1020000.0,PI,Alexkarbon,2016-12-03,8.2,3012,6,3,2,554.0,199.0,1940,Maribyrnong,-37.8053,144.8681,Western Metropolitan,5058,"-37.8053, 144.8681",Pde,5
West Footscray,2,h,912500.0,S,Village,2016-12-03,8.2,3012,2,1,1,444.0,98.0,1940,Maribyrnong,-37.7933,144.876,Western Metropolitan,5058,"-37.7933, 144.876",St,5
West Footscray,3,h,1074000.0,S,Village,2016-12-03,8.2,3012,3,2,2,355.0,126.0,1950,Maribyrnong,-37.7914,144.8742,Western Metropolitan,5058,"-37.7914, 144.8742",St,5
West Footscray,3,h,1021000.0,S,Jas,2016-12-03,8.2,3012,3,1,2,601.0,126.0,1970,Maribyrnong,-37.7917,144.8688,Western Metropolitan,5058,"-37.7917, 144.8688",St,5
West Footscray,3,h,1415000.0,PI,Biggin,2016-02-04,8.2,3012,3,1,6,970.0,126.0,1955,Maribyrnong,-37.7958,144.8645,Western Metropolitan,5058,"-37.7958, 144.8645",St,3
West Footscray,4,h,710000.0,PI,Sweeney,2017-03-04,8.2,3012,4,1,1,255.0,131.0,1920,Maribyrnong,-37.7906,144.8687,Western Metropolitan,5058,"-37.7906, 144.8687",St,5
West Footscray,4,h,837000.0,S,Sweeney,2017-03-04,8.2,3012,4,2,3,390.0,149.0,1950,Maribyrnong,-37.7926,144.8639,Western Metropolitan,5058,"-37.7926, 144.8639",St,5
West Footscray,3,h,850000.0,S,Sweeney,2017-03-04,8.2,3012,3,1,1,361.0,126.0,1970,Maribyrnong,-37.7916,144.8673,Western Metropolitan,5058,"-37.7916, 144.8673",St,5
West Footscray,4,h,850000.0,S,Sweeney,2016-06-04,8.2,3012,4,2,2,497.0,179.0,1980,Maribyrnong,-37.7903,144.8639,Western Metropolitan,5058,"-37.7903, 144.8639",St,5
West Footscray,6,u,520000.0,SP,Sweeney,2016-05-07,8.2,3012,4,2,1,0.0,171.0,1970,Maribyrnong,-37.809,144.8686,Western Metropolitan,5058,"-37.809, 144.8686",Ct,5
West Footscray,3,u,347000.0,SP,Jas,2016-11-07,8.2,3012,2,1,1,0.0,56.0,1965,Maribyrnong,-37.7964,144.8672,Western Metropolitan,5058,"-37.7964, 144.8672",St,0
West Footscray,4,h,1225000.0,PI,Jas,2016-11-07,8.2,3012,4,2,2,0.0,126.0,1970,Maribyrnong,-37.7992,144.8772,Western Metropolitan,5058,"-37.7992, 144.8772",St,0
West Footscray,2,h,438000.0,S,hockingstuart,2016-10-08,8.2,3012,2,1,2,0.0,75.0,1970,Maribyrnong,-37.7952,144.8749,Western Metropolitan,5058,"-37.7952, 144.8749",St,5
West Footscray,2,h,360000.0,S,Sweeney,2016-10-08,8.2,3012,2,1,1,92.0,126.0,1970,Maribyrnong,-37.8095,144.869,Western Metropolitan,5058,"-37.8095, 144.869",Ct,5
West Footscray,2,t,620000.0,S,Village,2016-09-10,8.2,3012,3,1,1,144.0,126.0,1970,Maribyrnong,-37.7926,144.8809,Western Metropolitan,5058,"-37.7926, 144.8809",Rd,5
West Footscray,2,h,415000.0,S,Sweeney,2016-09-10,8.2,3012,2,1,1,80.0,64.0,1980,Maribyrnong,-37.806,144.8674,Western Metropolitan,5058,"-37.806, 144.8674",Pde,5
West Footscray,3,h,723000.0,S,Village,2016-09-10,8.2,3012,3,1,2,302.0,125.0,1938,Maribyrnong,-37.8066,144.8666,Western Metropolitan,5058,"-37.8066, 144.8666",Pde,5
West Footscray,4,u,530000.0,SP,Sweeney,2016-09-10,8.2,3012,4,2,1,0.0,171.0,1970,Maribyrnong,-37.809,144.8686,Western Metropolitan,5058,"-37.809, 144.8686",Ct,5
West Footscray,3,h,967000.0,S,Jas,2016-12-10,8.2,3012,3,1,2,347.0,113.0,1925,Maribyrnong,-37.8067,144.8761,Western Metropolitan,5058,"-37.8067, 144.8761",St,5
West Footscray,3,h,840000.0,S,Brad,2016-12-10,8.2,3012,3,1,1,442.0,123.0,1950,Maribyrnong,-37.7914,144.8812,Western Metropolitan,5058,"-37.7914, 144.8812",Rd,5
West Footscray,1,u,241000.0,S,Sweeney,2017-02-11,8.2,3012,1,1,1,0.0,99.0,1970,Maribyrnong,-37.8067,144.8678,Western Metropolitan,5058,"-37.8067, 144.8678",Pde,5
West Footscray,3,h,910000.0,S,Biggin,2017-02-11,8.2,3012,3,1,1,412.0,162.0,1980,Maribyrnong,-37.7941,144.881,Western Metropolitan,5058,"-37.7941, 144.881",Ct,5
West Footscray,2,u,470000.0,S,hockingstuart,2016-11-12,8.2,3012,2,1,1,0.0,126.0,1970,Maribyrnong,-37.7968,144.8735,Western Metropolitan,5058,"-37.7968, 144.8735",St,5
West Footscray,3,h,820000.0,S,Sweeney,2016-11-12,8.2,3012,3,1,3,440.0,131.0,1950,Maribyrnong,-37.7937,144.8732,Western Metropolitan,5058,"-37.7937, 144.8732",St,5
West Footscray,3,h,756000.0,S,Brad,2016-08-13,8.2,3012,3,1,1,353.0,360.0,1925,Maribyrnong,-37.7915,144.8733,Western Metropolitan,5058,"-37.7915, 144.8733",St,5
West Footscray,3,h,845000.0,S,Jas,2016-05-14,8.2,3012,3,1,4,596.0,126.0,1970,Maribyrnong,-37.791,144.8658,Western Metropolitan,5058,"-37.791, 144.8658",St,5
West Footscray,4,h,850000.0,SA,Ray,2016-10-15,8.2,3012,4,1,3,511.0,126.0,1970,Maribyrnong,-37.8001,144.877,Western Metropolitan,5058,"-37.8001, 144.877",St,5
West Footscray,3,t,620000.0,S,Nelson,2016-10-15,8.2,3012,3,1,2,255.0,148.0,2001,Maribyrnong,-37.8038,144.8679,Western Metropolitan,5058,"-37.8038, 144.8679",St,5
West Footscray,2,h,1001000.0,S,Burnham,2016-10-15,8.2,3012,2,1,4,596.0,126.0,1970,Maribyrnong,-37.7913,144.8689,Western Metropolitan,5058,"-37.7913, 144.8689",St,5
